State,Year,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean,Yearly.Mean
ID,1991,186,3961,4.485170002411381,2.967457334455137,1.5177126679562447
ID,1992,250,6452,3.7302297821545807,2.1635505414110074,1.5666792407435735
ID,1993,274,7998,3.31237911025145,1.8664998848217578,1.4458792254296924
ID,1994,374,8457,4.23508096478315,2.2978899599635456,1.9371910048196046
ID,1995,490,9519,4.895593965431113,3.3283281460667125,1.5672658193644005
ID,1996,763,10778,6.6112121999826705,4.5054884393146315,2.105723760668039
ID,1997,1131,9707,10.435504705665252,7.129337240662167,3.3061674650030852
ID,1998,521,7040,6.890622933474408,4.047143828753134,2.843479104721274
ID,1999,1503,22116,6.363520894195352,3.4160708862052767,2.947450007990075
ID,2000,1807,22345,7.481782047035441,3.866869551539168,3.6149124954962732
ID,2001,2981,31997,8.522499857053004,4.117503901640126,4.404995955412878
ID,2002,5591,50567,9.95583888315111,2.911322874865867,7.0445160082852425
ID,2003,9650,63357,13.217910611311245,4.898800811369545,8.3191097999417
ID,2004,9761,68194,12.521326406260021,3.4985918010157135,9.022734605244308
ID,2005,12301,70962,14.773668976616264,3.2002586083257736,11.57341036829049
ID,2006,10731,52443,16.986418463291862,3.391970562952359,13.594447900339503
ID,2007,13877,47532,22.597664837401684,3.735966214140735,18.86169862326095
ID,2008,20689,52869,28.12610457054297,8.876320964521774,19.249783606021197
ID,2009,28940,81806,26.131869322594042,8.646964299103889,17.484905023490153
ID,2010,42417,109165,27.982873956010607,9.323792835471998,18.65908112053861
ID,2011,58818,124696,32.05096068964765,11.584975130433023,20.46598555921463
ID,2012,66920,144657,31.629146835431072,10.674013470551202,20.95513336487987
ID,2013,74393,170922,30.325499867517276,10.161725470934652,20.163774396582625
ID,2014,79287,196082,28.79300139086099,10.845819281463697,17.947182109397293
ID,2015,74637,202233,26.957416838227328,10.023409526388722,16.934007311838606
ID,2016,69549,200714,25.73382223981825,9.683189625176439,16.05063261464181
ID,2017,16442,51171,24.317808705426472,9.417323182637913,14.900485522788559
